-1.134078378301037748e+00 7.572267536259823295e+00
-2.134372510615374363e+00 1.411109202814115271e+01
3.120896943547533553e+00 2.447999546448867392e+01
-9.442003468745827632e-01 6.783028590076164654e+00
4.805205384064244356e+00 5.117999756608000439e+01
1.323089730985669732e+00 8.501132872479463032e+00
2.759160270862393460e+00 2.022593080061087534e+01
3.462792751540879621e-01 5.239818672802480926e+00
4.253364823831621067e+00 4.118222464921639414e+01
4.979678923841335703e+00 5.459440436909920891e+01
3.995910832964478132e+00 3.693460677000574321e+01
-5.332457341868952483e-01 5.568702026057041898e+00
-3.211918119993030452e+00 2.563283601907912512e+01
4.150319767088708645e+00 3.945030833817454408e+01
1.941783702134305400e-01 5.075410478917488533e+00
-3.738812678092069408e+00 3.295744048372398538e+01
3.492434657951113408e-01 5.243941996801162020e+00
-1.557662472599790959e+00 9.852624757091389185e+00
-7.442681811068911912e-01 6.107870250816320734e+00
-2.122532320703334197e+00 1.401028690486056227e+01
-2.102174684687230233e+00 1.383827680987971220e+01
-1.778332906035672067e+00 1.132493584937855680e+01
2.329402607020014671e-02 5.001085223301118710e+00
3.484510661586623925e-01 5.242836291014216776e+00
4.920222969109182998e+00 5.341718813149916656e+01
4.512074262847287187e+00 4.571762830689777957e+01
-1.739322112248584684e+00 1.105048282031375706e+01
4.678226783964555935e+00 4.877161168440670735e+01
-2.685887556973823642e+00 1.942798393741362872e+01
1.272918487056028169e+00 8.240642949378015558e+00
-4.367110256877630547e+00 4.314330399145161010e+01
-4.030428406744521297e+00 3.748870628378636383e+01
1.014888863978801403e+00 7.059998812456363737e+00
-2.896675367573004145e+00 2.178145637020839587e+01
3.367463436076665317e-01 5.226796199866265091e+00
-1.669813213046844602e+00 1.057655233293165331e+01
-3.001972392582400673e+00 2.302367649165380570e+01
-4.395133391483426522e+00 4.363439505786521266e+01
-8.269443946684242874e-01 6.367674063747053026e+00
4.188131303940178185e+00 4.008088763808731159e+01
-7.292829109174316926e-01 6.063707128312405104e+00
3.090897212077114986e+00 2.410729115125216282e+01
-3.761654318328867319e+00 3.330008642120442630e+01
